"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","TELEPHONE NUMBER"
O20190129000774,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1538643853,N,941044,9436044781,PENINSULA COMMUNITY HEALTH SERVICES,,01/01/1987,WA,CORPORATION,,N,627 W FRANKLIN ST,,SHELTON,WA,985843504,3603773776
O20190130002593,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316415292,N,251084,4183533235,"CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC",JACKSON-HINDS COMPREHENSIVE HEALTH CENTER,10/01/1970,MS,CORPORATION,,N,560 PORT GIBSON ST,,RAYMOND,MS,391549746,60136253211127
O20190131000173,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356406136,N,571164,4082800305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,RIDGEWOOD COMMUNICARE CENTER,07/01/1970,NY,OTHER,GOVERNMENT AGENCY,N,769 ONDERDONK AVE,,RIDGEWOOD,NY,113853711,7183346190
O20190131001112,AZ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1811465966,N,031982,4587634472,UNITED COMMUNITY HEALTH CENTER - MARIA AUXILIADORA INC,UCHC AT LA POSADA,09/01/1983,AZ,CORPORATION,,N,670 S PARK CENTRE AVE,,GREEN VALLEY,AZ,856142132,5204075600
O20190131001513,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1033687611,N,251086,4183533235,"CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC",,10/06/1970,MS,OTHER,INCORPORATED,N,14050 HIGHWAY 18,,RAYMOND,MS,391549795,6013625321
O20190131001634,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356406136,N,571172,4082800305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,VANDERBILT AVENUE HEALTH CENTER,07/01/1970,NY,OTHER,GOVERNMENT AGENCY,N,155 VANDERBILT AVE,,STATEN ISLAND,NY,103042604,7186160999
O20190131002127,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356406136,N,571161,4082800305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,SOUTH QUEENS COMMUNITY CENTER,07/01/1970,NY,OTHER,GOVERNMENT AGENCY,N,114-02 GUY BREWER BOULEVARD,,JAMAICA,NY,114341234,7188836699
O20190131002263,MN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1679044788,N,241885,7911892849,HENNEPIN COUNTY,PEOPLE SERVING PEOPLE,09/19/1989,MN,OTHER,FEDERAL AND/OR STATE GOVERNMENT TYPE,N,614 S 3RD ST,,MINNEAPOLIS,MN,554151104,6123485553
O20190131002744,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356406136,N,571173,4082800305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,PARSONS COMMUNITY HEALTH CENTER,07/01/1970,NY,OTHER,FEDERAL AND/OR STATE GOVERNMENT TYPE,N,9037 PARSONS BLVD,,JAMAICA,NY,114326032,7188833000
O20190131003388,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881867000,N,111105,9739457896,"SOUTHWEST GEORGIA HEALTHCARE CLINICS, INC.",,09/03/2015,GA,CORPORATION,,N,205 BRESEE ST,,DONALSONVILLE,GA,398451134,2295241307
O20190201000047,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1780195529,N,921130,9234176363,OMNI FAMILY HEALTH,OMNI FAMILY HEALTH,01/09/1978,CA,CORPORATION,,N,4900 CALIFORNIA AVE,STE 100B,BAKERSFIELD,CA,933097027,8667076664
O20190201001347,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356406136,N,571170,4082800305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,WOODSIDE HOUSES CHILD HEALTH CENTER,07/01/1970,NY,OTHER,FEDERAL AND/OR STATE GOVERNMENT TYPE,N,50-53 NEWTON RD,,WOODSIDE,NY,113771731,7183346140
O20190202000225,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770635633,N,011051,9032167069,AIDS ACTION COALITION OF HUNTSVILLE,THRIVE ALABAMA,06/13/1988,AL,CORPORATION,,N,3500 MEMORIAL PKWY SW,,HUNTSVILLE,AL,358015318,2565364700
O20190202000237,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770635633,N,011096,9032167069,AIDS ACTION COALITION OF HUNTSVILLE,THRIVE ALABAMA,06/13/1988,AL,CORPORATION,,N,3007 MEMORIAL PKWY SW,SUITE C,HUNTSVILLE,AL,358015393,2565364700
O20190204000082,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356406136,N,571168,4082800305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,CORONA DISTRICT HEALTH CENTER,,,OTHER,FEDERAL AND/OR STATE GOVERNMENT TYPE,N,34-33 JUNCTION BLVD,,CORONA,NY,113723828,7183346100
O20190204000434,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356406136,N,571165,4082800305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,WOMEN'S MEDICAL CENTER AT CORONA,07/01/1970,NY,OTHER,FEDERAL AND/OR STATE GOVERNMENT TYPE,N,59-17 JUNCTION BLVD,,CORONA,NY,113685188,7183346100
O20190205000684,MN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1891266862,N,241879,7911892849,HENNEPIN COUNTY,YOUTHLINK,09/19/1989,MN,OTHER,GOVERNMENT,N,41 N 12TH ST,,MINNEAPOLIS,MN,554031325,6123485553
O20190205001680,MN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619448685,N,241880,7911892849,HENNEPIN COUNTY,CATHOLIC CHARITIES HIGHER GROUND,09/19/1989,MN,OTHER,GOVERNMENT,N,165 GLENWOOD AVE,,MINNEAPOLIS,MN,554051618,6123485553
O20190205002099,MN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1083185193,N,241881,7911892849,HENNEPIN COUNTY,SALVATION ARMY HARBOR LIGHT CENTER,09/19/1989,MN,OTHER,GOVERNMENT,N,1010 CURRIE AVE,,MINNEAPOLIS,MN,554031309,6123485553
O20190205002653,MN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1992276000,N,241882,7911892849,HENNEPIN COUNTY,SIMPSON SHELTER,09/19/1989,MN,OTHER,GOVERNMENT,N,2740 1ST AVE S,,MINNEAPOLIS,MN,554081611,6123485553
O20190205002901,MT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619970795,N,271818,8820246077,BIGHORN VALLEY HEALTH CENTER INCORPORATED,ONE HEALTH - SWEET/CHINOOK,09/02/2010,MT,CORPORATION,,N,419 PENNSYLVANIA ST,,CHINOOK,MT,595239726,4063572294
O20190206000400,DC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1134607401,N,091860,0143200469,SOME INC,SO OTHERS MIGHT EAT,11/09/1970,DC,CORPORATION,,N,4420 BENNING RD NE,,WASHINGTON,DC,200194555,2027978806
O20190206001835,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1801361464,N,231138,2668368572,DETROIT HEALTH CARE FOR THE HOMELESS,ADVANTAGE HEALTH CENTERS,10/30/1986,MI,CORPORATION,,N,1355 OAKMAN BLVD,,DETROIT,MI,482382849,3134166262
O20190207002540,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1154817450,N,451048,6608977095,"HOUSTON AREA COMMUNITY SERVICES, INC.",,10/09/1997,TX,CORPORATION,,N,18842 S MEMORIAL DR,STE 206,HUMBLE,TX,773384229,7134260027
O20190207002704,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730669524,N,511165,5395972996,WILLIAMSON HEALTH & WELLNESS CENTER INC,WILLIAMSON HEALTH AND WELLNESS CENTER-GILBERT CLINIC,11/01/2018,WV,CORPORATION,,N,2475 RTE 52,,GILBERT,WV,25621,3046648924
O20190207002854,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1477043693,N,571169,3173517281,URBAN HEALTH PLAN INC,ELMHURST VOYAGES HIGH SCHOOL,05/01/1978,NY,CORPORATION,,N,4510 94TH ST,,ELMHURST,NY,113732824,3477486115
O20190208000562,MT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619160504,N,271830,8820246077,BIGHORN VALLEY HEALTH CENTER INCORPORATED,ONE HEALTH - HARLEM,09/02/2010,MT,CORPORATION,,N,530 CENTRAL AVE W,,HARLEM,MT,595269444,4063534861
O20190208001049,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730488818,N,151034,7618152729,JANE PAULEY COMMUNITY HEALTH CENTER INC,JANE PAULEY COMMUNITY HEALTH CENTER AT ARLINGTON,09/17/2009,IN,CORPORATION,,N,1315 N ARLINGTON AVE,,INDIANAPOLIS,IN,462193278,3173559334
O20190208001340,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669947222,N,511162,6002867850,CAMDEN ON GAULEY MEDICAL CENTER INC,,10/31/1979,WV,CORPORATION,,N,70 GRADE SCHOOL LN,,SUMMERSVILLE,WV,266511897,3042265725118
O20190211000726,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1750851622,N,361199,7012902075,SHAWNEE MENTAL HEALTH CENTER INC,SHAWNEE FAMILY HEALTH CENTER,02/23/1973,OH,CORPORATION,,N,192 CHESTNUT RIDGE RD,,WEST UNION,OH,456939584,9375445581
O20190213000220,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1861957706,N,151037,5294624508,"LIFESPRING, INC",LIFESPRING ADULT INTEGRATED MEDICAL SERVICES,04/15/1964,IN,CORPORATION,,N,404 SPRING ST,,JEFFERSONVILLE,IN,471303452,8122061303
O20190213000346,WI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1568931541,N,521868,0941195168,"KENOSHA COMMUNITY HEALTH CENTER, INC.",,,WI,CORPORATION,,N,903 S 2ND ST,,SILVER LAKE,WI,531701747,2626560044
O20190213000466,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1932679933,N,721801,9436139987,HEALTH PARTNERS OF WESTERN OHIO,BULLDOG HEALTH CENTER,12/18/2002,OH,CORPORATION,,N,2400 COLLINGWOOD BLVD,,TOLEDO,OH,436201152,4194427701
O20190213000480,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1346712072,N,371938,2961594916,"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",COWETA HEALTH CENTER,09/09/2005,OK,CORPORATION,,N,607 S BROADWAY,,COWETA,OK,744295000,9184865564
O20190213000852,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1003371220,N,151038,1951293554,PORTER-STARKE SERVICES INC,MARRAM HEALTH CENTER,07/24/1967,IN,CORPORATION,,N,3229 BROADWAY,STE 160,GARY,IN,46409,2198063011
O20190214000662,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1063982924,N,721805,7012902075,SHAWNEE MENTAL HEALTH CENTER INC,SHAWNEE FAMILY HEALTH CENTER,02/23/1973,OH,CORPORATION,,N,901 WASHINGTON ST,,PORTSMOUTH,OH,456623944,7403547702
O20190214000950,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1225508195,N,721800,7012902075,SHAWNEE MENTAL HEALTH CENTER INC,SHAWNEE FAMILY HEALTH CENTER,02/23/1973,OH,CORPORATION,,N,225 CARLTON DAVIDSON LN,,COAL GROVE,OH,456382924,7405330648
O20190214002594,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1003384140,N,341095,3173434743,"BLUE RIDGE COMMUNITY HEALTH SERVICES, INC.",LAKE LURE HEALTH SERVICES,07/03/1963,NC,CORPORATION,,N,146 NESBITT RDG,,LAKE LURE,NC,287460057,8286254400
O20190214002707,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1538514344,N,151039,3678567898,ADULT AND CHILD MENTAL HEALTH CENTER INC,ADULT AND CHILD HEALTH - NEIGHBORHOOD CLINIC,,,CORPORATION,,N,234 E SOUTHERN AVE,,INDIANAPOLIS,IN,462252121,3178825122
O20190218000485,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1891260428,N,451053,1153226691,"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",COMMUNICARE HEALTH CENTERS,07/19/1979,TX,CORPORATION,,N,7220 LOUIS PASTEUR DR,STE 140,SAN ANTONIO,TX,782294534,2102337000
O20190218000860,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902393499,N,451047,5193709392,LONE STAR CIRCLE OF CARE,LONE STAR CIRCLE OF CARE AT JONESTOWN,04/12/2001,TX,OTHER,NON-PROFIT CORPORATION EXEMPT UNDER IRS CODE SECTION 501 C3,N,18220 FM 1431,SUITE D,JONESTOWN,TX,786454042,8778005722
O20190218001615,MI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588137376,N,231139,9234021148,DETROIT COMMUNITY HEALTH CONNECTION INC,DR PETER SLAUGHTER HEALTH CENTER,,,CORPORATION,,N,20303 KELLY RD,,DETROIT,MI,482251206,3133472116
O20190218002590,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1326525338,N,571174,7416855143,COMMUNITY HEALTHCARE NETWORK INC,EAST NEW YORK HEALTH HUB,01/18/1978,NY,CORPORATION,,N,2581 ATLANTIC AVE,,BROOKLYN,NY,112072412,7184956700
O20190220001972,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1164998423,N,571175,7416861208,HUDSON HEADWATERS HEALTH NETWORK,,,,CORPORATION,,N,87 PLAZA BLVD,,PLATTSBURGH,NY,129016438,5185367060
O20190221001420,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1245244367,N,511169,1759325327,CHANGE INCORPORATED,,03/18/1983,WV,CORPORATION,,N,100 RED RIDER RD,,WEIRTON,WV,260624270,3047482828
O20190221002991,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1245244367,N,511166,1759325327,CHANGE INCORPORATED,,03/18/1983,WV,CORPORATION,,N,39 GOLDEN BEAR DR,,NEW CUMBERLAND,WV,260471670,3047482828
O20190222000004,PR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1639372618,N,401862,8527972827,SALUD INTEGRAL EN LA MONTANA INC,CENTRO DE SALUD INTEGRAL EN TOA ALTA I SE,09/03/2009,PR,CORPORATION,,N,CALLE ANTONIO R. BARCELO NUM 16,,TOA ALTA,PR,009532444,7878703322
O20190222000719,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1437622206,N,061988,4688583974,PEAK VISTA COMMUNITY HEALTH CENTERS,HEALTH CENTER AT JET WING,01/04/2019,CO,CORPORATION,,N,1815 JET WING DR,,COLORADO SPRINGS,CO,809162300,7196325700
O20190222002107,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1174008023,N,261166,5395659403,"EAST CENTRAL MISSOURI BEHAVIORAL HEALTH SERVICES, INC.",ARTHUR CENTER BEHAVIORAL HEALTH,05/22/2002,MO,CORPORATION,,N,581 COMMONS DR,,FULTON,MO,652511408,5736423215
O20190225000900,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1285010413,N,371939,4284936337,"GOOD SHEPHERD COMMUNITY CLINIC, INC.",,12/26/1996,OK,CORPORATION,,N,20 12TH AVE NW,,ARDMORE,OK,734015722,5802233411314
O20190226000311,WI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073956223,N,521846,0840366654,THE LAKES COMMUNITY HEALTH CENTER INC,NORTHLAKES COMMUNITY CLINIC,05/14/2007,WI,CORPORATION,,N,155 MEMORIAL DR,,OCONTO,WI,541532053,9205167107
O20190226002768,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1871064485,N,921136,5597782144,ARIA COMMUNITY HEALTH CENTER,,03/19/1996,CA,CORPORATION,,N,858 N CHERRY ST,STE E,TULARE,CA,932742243,5596864766
O20190227000629,NE,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710172879,N,281846,0648169177,PONCA TRIBE OF NEBRASKA,,,,OTHER,TRIBAL 638,N,2602 J ST,,OMAHA,NE,681071643,4027383158
O20190227002012,MT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902948946,N,271811,7214272848,COMMUNITY HEALTH CARE CENTER INCORPORATED,ALLUVION HEALTH,07/06/2018,MT,CORPORATION,,N,115 4TH ST S,,GREAT FALLS,MT,594013618,4064546973
O20190228001129,WI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1659884716,N,521869,0840366654,THE LAKES COMMUNITY HEALTH CENTER INC,NORTHLAKES COMMUNITY CLINIC,05/14/2007,WI,CORPORATION,,N,15954 RIVERS EDGE DR,,HAYWARD,WI,548437800,7156342541
O20190228001759,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1417426701,N,011047,9931106986,CHRIST HEALTH CENTER INC,,11/18/2004,AL,CORPORATION,,N,5804 1ST AVE S,,BIRMINGHAM,AL,352122524,2053809455
O20190228002508,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770056962,N,111106,9638261910,DIVERSITY HEALTH CENTER INC,,01/10/2019,GA,CORPORATION,,N,301 FRASER DR,,HINESVILLE,GA,313133712,9128772227
O20190228002696,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1063988673,N,371936,9931189685,CENTRAL OKLAHOMA FAMILY MEDICAL CENTER INC,,05/11/1966,OK,CORPORATION,,N,905 COLONY DRIVE BLDG,,ADA,OK,748202297,5804365111
O20190301001018,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770053647,N,721811,9436139987,HEALTH PARTNERS OF WESTERN OHIO,RIVERSIDE COMMUNITY HEALTH CENTER,12/18/2002,OH,CORPORATION,,N,405 WOODVILLE RD,,TOLEDO,OH,436052381,5673183900
O20190301001405,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073030508,N,941045,0143134205,NEIGHBORCARE HEALTH,NEIGHBORCARE HEALTH AT THE MORRISON,08/12/1969,WA,CORPORATION,,N,509 3RD AVE,,SEATTLE,WA,98104,20646415703223
O20190304000380,NE,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1184194557,N,281847,6800706672,BLUESTEM HEALTH,BLUESTEM HEALTH KRESHEL CLINIC,08/21/2002,NE,CORPORATION,,N,3100 N 14TH ST,STE 201,LINCOLN,NE,685212134,4024761455
O20190304002645,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1548789050,N,921145,8426157975,WELLSPACE HEALTH,,02/07/1970,CA,OTHER,FQHC FACILITY,N,2433 MARCONI AVE,,SACRAMENTO,CA,958214807,9167375555
O20190305000108,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1144790122,N,721803,9436139987,HEALTH PARTNERS OF WESTERN OHIO,RAMS HEALTH CENTER,12/18/2002,OH,CORPORATION,,N,222 MCTIGUE DR,,TOLEDO,OH,436155164,4194427702
O20190305002310,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1245719129,N,921115,1658349824,BAY AREA COMMUNITY HEALTH,,12/06/1972,CA,CORPORATION,,N,40924 FREMONT BLVD,,FREMONT,CA,945384375,5107708040
O20190305003387,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669907135,N,921116,0941337117,HERALD CHRISTIAN HEALTH CENTER,,08/22/2005,CA,CORPORATION,,N,7808 CLAIREMONT MESA BLVD,,SAN DIEGO,CA,921111613,8585986789
O20190307000230,NE,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1154895225,N,281848,9830170653,CHARLES DREW HEALTH CENTER INC,,01/01/1973,NE,CORPORATION,,N,5319 N 30TH ST,STE A,OMAHA,NE,681111604,4024571216
O20190307000979,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457836413,N,341094,5496733925,GASTON FAMILY HEALTH SERVICES INC,CATAWBA VALLEY FAMILY MEDICINE - CLAREMONT,06/28/1991,NC,CORPORATION,,N,3114 W MAIN ST,,CLAREMONT,NC,286109609,8284597324
O20190307002158,AZ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1275017915,N,031983,4688588643,"ADELANTE HEALTHCARE, INC",ADELANTE HEALTHCARE GOODYEAR,02/19/1980,AZ,CORPORATION,,N,13471 W CORNERSTONE BLVD,,GOODYEAR,AZ,853952713,4809642273
O20190307002867,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1053879619,N,261168,1951206754,COMPASS HEALTH INC,,11/26/1974,MO,CORPORATION,,N,616 BURKARTH RD,,WARRENSBURG,MO,640931462,8884031071
O20190307003235,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1336493311,Y,111107,1355569765,"CENTER FOR PAN ASIAN COMMUNITY SERVICES, INC.",,,,CORPORATION,,N,6185 BUFFORD HWY,BUILDING A,NORCROSS,GA,30071,7704460929
O20190311002247,WI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841742673,N,521870,0840366654,THE LAKES COMMUNITY HEALTH CENTER INC,NORTHLAKES COMMUNITY CLINIC,05/14/2007,WI,CORPORATION,,N,300 MAIN ST W,,ASHLAND,WI,548061639,71593407102710
O20190312002408,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1578010070,N,321964,8325321235,"CANONCITO BAND OF NAVAJOS HEALTH CENTER, INC",CBN HEALTH CENTER INC,09/29/2003,NM,OTHER,IHS/638/TRIBAL,N,129 MEDICINE HORSE DR,PO BOX 3338,TOHAJIILEE,NM,870263338,5059082571
O20190312002632,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295207827,N,151041,8426965039,WINDROSE HEALTH NETWORK INC,WINDROSE HEALTH NETWORK-EDINBURGH,09/01/2017,IN,CORPORATION,,N,911 E MAIN CROSS ST,,EDINBURGH,IN,461241501,8125269999
O20190312002731,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1891287439,N,721812,5799756615,"NORTHEAST OHIO NEIGHBORHOOD HEALTH SERVICES, INC.",ST. CLAIR HEALTH CENTER,03/24/1967,OH,CORPORATION,,N,10505 SAINT CLAIR AVE,STE 101,CLEVELAND,OH,441081973,2163256556
O20190313001460,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649754300,N,271869,0547509390,NATIVE AMERICAN DEVELOPMENT CORPORATION,BILLINGS URBAN INDIAN HEALTH AND WELLNESS CENTER,10/01/1996,MT,CORPORATION,,N,1125 BROADWATER AVE,,BILLINGS,MT,591025412,4062593804
O20190313002137,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790251700,N,721804,9234047853,LORAIN COUNTY HEALTH & DENTISTRY,,01/30/2001,OH,CORPORATION,,N,6140 S BROADWAY,,LORAIN,OH,440533821,4402401654
O20190314002499,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1841763323,N,181137,2567370620,ARCARE,KENTUCKYCARE128,02/06/1986,AR,CORPORATION,,N,312 S 8TH ST,,MURRAY,KY,420712428,2707532395
O20190318001741,NJ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1063883882,N,311944,9739179409,"HENRY J AUSTIN HEALTH CENTER, INC",,02/19/1986,NJ,CORPORATION,,N,10 SOUTHARD ST,,TRENTON,NJ,086091020,6092785900
O20190319000361,KS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1558830182,N,171889,7911816392,COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS/MOUND CITY,11/20/2001,KS,CORPORATION,,N,302 N 1ST ST,,MOUND CITY,KS,660565279,9137958302
O20190319002475,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1932622446,N,921141,5294649406,NEIGHBORHOOD HEALTHCARE,NEIGHBORHOOD HEALTHCARE - PRENATAL,10/25/1972,CA,CORPORATION,,P,488 E VALLEY PKWY,STE 404,ESCONDIDO,CA,920253379,8338674642
O20190320000115,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1356816789,N,451058,7113999780,FORT BEND FAMILY HEALTH CENTER INC,,12/08/1975,TX,CORPORATION,,N,400 AUSTIN ST,,RICHMOND,TX,774694406,2813424530
O20190321002192,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1861950982,N,251087,8628989654,"COASTAL FAMILY HEALTH CENTER, INC","COASTAL FAMILY HEALTH CENTER, INC - LUCEDALE CLINIC",08/25/1978,MS,CORPORATION,,N,11231 OLD 63 S,,LUCEDALE,MS,394524941,2283742494
O20190322001244,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1871066191,N,391144,2860430972,BROAD TOP AREA MEDICAL CENTER INC,,,,CORPORATION,,N,6311 MARGY DR,,HUNTINGDON,PA,166527565,8145068490
